日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-03-27,'300269,联建光电,4.0,4.09,3.99,4.08,4.03,-0.03,-0.7444,1.0075,5237110,21112782.9,2366351324.0,2079156648.0
2020-03-26,'300269,联建光电,4.03,4.12,4.02,4.08,4.12,-0.09,-2.1845,0.9581,4980000,20259832.0,2384098958.93,2094750322.86
2020-03-25,'300269,联建光电,4.12,4.14,4.05,4.1,4.04,0.08,1.9802,1.3027,6771200,27773163.0,2437341863.72,2141531347.44
2020-03-24,'300269,联建光电,4.04,4.07,3.92,4.02,3.95,0.09,2.2785,1.0209,5306675,21267268.75,2390014837.24,2099948214.48
2020-03-23,'300269,联建光电,3.95,4.14,3.9,4.1,4.16,-0.21,-5.0481,1.336,6944308,27919862.56,2336771932.45,2053167189.9
2020-03-20,'300269,联建光电,4.16,4.19,4.07,4.15,4.15,0.01,0.241,1.1989,6232000,25787141.0,2461005376.96,2162322913.92
2020-03-19,'300269,联建光电,4.15,4.16,4.02,4.09,4.02,0.13,3.2338,1.6184,8412127,34470760.24,2455089498.65,2157125022.3
2020-03-18,'300269,联建光电,4.02,4.22,4.02,4.17,4.16,-0.14,-3.3654,2.3152,12034066,49815779.18,2378183080.62,2089552431.24
2020-03-17,'300269,联建光电,4.16,4.2,3.85,4.18,4.08,0.08,1.9608,2.2535,11713372,47712981.6,2461005376.96,2162322913.92
2020-03-16,'300269,联建光电,4.08,4.38,4.05,4.27,4.25,-0.17,-4.0,2.0917,10872310,46213663.3,2413678350.48,2120739780.96
2020-03-13,'300269,联建光电,4.25,4.29,4.01,4.04,4.34,-0.09,-2.0737,1.7231,8956315,37342020.3,2514248281.75,2209103938.5
2020-03-12,'300269,联建光电,4.34,4.45,4.25,4.43,4.49,-0.15,-3.3408,1.8739,9740363,42471864.53,2567491186.54,2255884963.08
2020-03-11,'300269,联建光电,4.49,4.69,4.49,4.62,4.6,-0.11,-2.3913,1.8505,9618772,44210161.44,2656229361.19,2333853337.38
2020-03-10,'300269,联建光电,4.6,4.61,4.24,4.34,4.44,0.16,3.6036,2.5451,13229264,59088136.2,2721304022.6,2391030145.2
2020-03-09,'300269,联建光电,4.44,4.76,4.44,4.61,4.69,-0.25,-5.3305,2.4388,12676800,58156234.36,2626649969.64,2307863879.28
2020-03-06,'300269,联建光电,4.69,4.74,4.6,4.69,4.72,-0.03,-0.6356,2.0373,10589855,49510332.3,2774546927.39,2437811169.78
2020-03-05,'300269,联建光电,4.72,4.83,4.66,4.7,4.64,0.08,1.7241,2.5947,13411978,63368653.9,2792294562.32,2439805651.44
2020-03-04,'300269,联建光电,4.64,4.66,4.45,4.55,4.58,0.06,1.31,1.8052,9331242,42847912.6,2744967535.84,2398453013.28
2020-03-03,'300269,联建光电,4.58,4.76,4.52,4.62,4.56,0.02,0.4386,2.1239,10978600,50916605.0,2709472265.98,2367438534.66
